Sector,Category,SubCategory,Risk_ID,Risk_Name,Risk_Type,Likelihood,Impact,Risk_Score,Risk_Level,Mitigation_Strategy,Owner,Review_Date
Information Technology,Telecommunications,Internet Services,R0664,Regulatory Compliance,COMPLIANCE,3,2,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Telecommunications,Internet Services,R0665,ESG/Sustainability,COMPLIANCE,1,4,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Telecommunications,Mobile Services,R0666,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Telecommunications,Mobile Services,R0667,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Telecommunications,Mobile Services,R0668,Quality Issues,OPERATIONAL,2,2,4,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Telecommunications,Mobile Services,R0669,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Telecommunications,Mobile Services,R0670,Supplier Financial Stability,FINANCIAL,3,2,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Telecommunications,Mobile Services,R0671,Regulatory Compliance,COMPLIANCE,3,2,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Telecommunications,Mobile Services,R0672,ESG/Sustainability,COMPLIANCE,2,3,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Maintenance,R0673,Supply Chain Disruption,OPERATIONAL,1,3,3,LOW,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Maintenance,R0674,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Maintenance,R0675,Quality Issues,OPERATIONAL,2,4,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Maintenance,R0676,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Maintenance,R0677,Supplier Financial Stability,FINANCIAL,4,4,16,CRITICAL,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Maintenance,R0678,Regulatory Compliance,COMPLIANCE,1,4,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Maintenance,R0679,ESG/Sustainability,COMPLIANCE,1,3,3,LOW,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Telematics,R0680,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Telematics,R0681,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Telematics,R0682,Quality Issues,OPERATIONAL,3,4,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Telematics,R0683,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Telematics,R0684,Supplier Financial Stability,FINANCIAL,1,3,3,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Telematics,R0685,Regulatory Compliance,COMPLIANCE,2,4,8,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Telematics,R0686,ESG/Sustainability,COMPLIANCE,1,4,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Vehicles,R0687,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Vehicles,R0688,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Vehicles,R0689,Quality Issues,OPERATIONAL,3,3,9,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Vehicles,R0690,Geopolitical Risk,STRATEGIC,4,4,16,CRITICAL,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Vehicles,R0691,Supplier Financial Stability,FINANCIAL,1,2,2,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Vehicles,R0692,Regulatory Compliance,COMPLIANCE,4,3,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Logistics & Transportation,Fleet Services,Fleet Vehicles,R0693,ESG/Sustainability,COMPLIANCE,4,4,16,CRITICAL,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Air Freight,R0694,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Air Freight,R0695,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Air Freight,R0696,Quality Issues,OPERATIONAL,4,4,16,CRITICAL,Implement controls for quality issues,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Air Freight,R0697,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Air Freight,R0698,Supplier Financial Stability,FINANCIAL,4,2,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Air Freight,R0699,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Air Freight,R0700,ESG/Sustainability,COMPLIANCE,2,2,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Ocean Freight,R0701,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Ocean Freight,R0702,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Ocean Freight,R0703,Quality Issues,OPERATIONAL,3,4,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Ocean Freight,R0704,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Ocean Freight,R0705,Supplier Financial Stability,FINANCIAL,3,3,9,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Ocean Freight,R0706,Regulatory Compliance,COMPLIANCE,3,3,9,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Ocean Freight,R0707,ESG/Sustainability,COMPLIANCE,4,2,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Rail Freight,R0708,Supply Chain Disruption,OPERATIONAL,3,3,9,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Rail Freight,R0709,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Rail Freight,R0710,Quality Issues,OPERATIONAL,1,4,4,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Rail Freight,R0711,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Rail Freight,R0712,Supplier Financial Stability,FINANCIAL,2,3,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Rail Freight,R0713,Regulatory Compliance,COMPLIANCE,4,2,8,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Rail Freight,R0714,ESG/Sustainability,COMPLIANCE,4,3,12,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Road Freight,R0715,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Road Freight,R0716,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Road Freight,R0717,Quality Issues,OPERATIONAL,4,3,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Road Freight,R0718,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Road Freight,R0719,Supplier Financial Stability,FINANCIAL,1,3,3,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Road Freight,R0720,Regulatory Compliance,COMPLIANCE,4,3,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Logistics & Transportation,Freight Services,Road Freight,R0721,ESG/Sustainability,COMPLIANCE,3,3,9,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,3PL Services,R0722,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,3PL Services,R0723,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,3PL Services,R0724,Quality Issues,OPERATIONAL,4,2,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,3PL Services,R0725,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,3PL Services,R0726,Supplier Financial Stability,FINANCIAL,1,2,2,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,3PL Services,R0727,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,3PL Services,R0728,ESG/Sustainability,COMPLIANCE,1,4,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Cold Storage,R0729,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Cold Storage,R0730,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Cold Storage,R0731,Quality Issues,OPERATIONAL,3,2,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Cold Storage,R0732,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Cold Storage,R0733,Supplier Financial Stability,FINANCIAL,1,4,4,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Cold Storage,R0734,Regulatory Compliance,COMPLIANCE,3,4,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Cold Storage,R0735,ESG/Sustainability,COMPLIANCE,1,3,3,LOW,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Distribution Centers,R0736,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Distribution Centers,R0737,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Distribution Centers,R0738,Quality Issues,OPERATIONAL,4,4,16,CRITICAL,Implement controls for quality issues,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Distribution Centers,R0739,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Distribution Centers,R0740,Supplier Financial Stability,FINANCIAL,1,3,3,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Distribution Centers,R0741,Regulatory Compliance,COMPLIANCE,3,3,9,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Logistics & Transportation,Warehousing,Distribution Centers,R0742,ESG/Sustainability,COMPLIANCE,1,4,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,R0743,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,R0744,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,R0745,Quality Issues,OPERATIONAL,2,2,4,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,R0746,Geopolitical Risk,STRATEGIC,4,4,16,CRITICAL,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,R0747,Supplier Financial Stability,FINANCIAL,4,2,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,R0748,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,R0749,ESG/Sustainability,COMPLIANCE,3,2,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Industrial Chemicals,R0750,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Industrial Chemicals,R0751,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Industrial Chemicals,R0752,Quality Issues,OPERATIONAL,2,3,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Industrial Chemicals,R0753,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Industrial Chemicals,R0754,Supplier Financial Stability,FINANCIAL,1,4,4,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Industrial Chemicals,R0755,Regulatory Compliance,COMPLIANCE,3,2,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Industrial Chemicals,R0756,ESG/Sustainability,COMPLIANCE,2,3,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Petrochemicals,R0757,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Petrochemicals,R0758,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Petrochemicals,R0759,Quality Issues,OPERATIONAL,3,3,9,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Petrochemicals,R0760,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Petrochemicals,R0761,Supplier Financial Stability,FINANCIAL,3,2,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Petrochemicals,R0762,Regulatory Compliance,COMPLIANCE,2,2,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Petrochemicals,R0763,ESG/Sustainability,COMPLIANCE,4,2,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Specialty Chemicals,R0764,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Specialty Chemicals,R0765,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Specialty Chemicals,R0766,Quality Issues,OPERATIONAL,1,2,2,LOW,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Specialty Chemicals,R0767,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Specialty Chemicals,R0768,Supplier Financial Stability,FINANCIAL,2,3,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Specialty Chemicals,R0769,Regulatory Compliance,COMPLIANCE,4,3,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Chemicals,Specialty Chemicals,R0770,ESG/Sustainability,COMPLIANCE,3,2,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,R0771,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,R0772,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,R0773,Quality Issues,OPERATIONAL,3,4,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,R0774,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,R0775,Supplier Financial Stability,FINANCIAL,3,4,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,R0776,Regulatory Compliance,COMPLIANCE,1,2,2,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,R0777,ESG/Sustainability,COMPLIANCE,2,2,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,R0778,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,R0779,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,R0780,Quality Issues,OPERATIONAL,1,4,4,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,R0781,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,R0782,Supplier Financial Stability,FINANCIAL,1,3,3,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,R0783,Regulatory Compliance,COMPLIANCE,4,4,16,CRITICAL,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,R0784,ESG/Sustainability,COMPLIANCE,4,3,12,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Material Handling,R0785,Supply Chain Disruption,OPERATIONAL,3,4,12,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Material Handling,R0786,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Material Handling,R0787,Quality Issues,OPERATIONAL,4,3,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Material Handling,R0788,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Material Handling,R0789,Supplier Financial Stability,FINANCIAL,3,2,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Material Handling,R0790,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Material Handling,R0791,ESG/Sustainability,COMPLIANCE,4,2,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,R0792,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,R0793,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,R0794,Quality Issues,OPERATIONAL,4,4,16,CRITICAL,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,R0795,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,R0796,Supplier Financial Stability,FINANCIAL,3,2,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,R0797,Regulatory Compliance,COMPLIANCE,2,3,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,R0798,ESG/Sustainability,COMPLIANCE,1,2,2,LOW,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Industrial Tools,R0799,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Industrial Tools,R0800,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Industrial Tools,R0801,Quality Issues,OPERATIONAL,3,2,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Industrial Tools,R0802,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Industrial Tools,R0803,Supplier Financial Stability,FINANCIAL,2,3,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Industrial Tools,R0804,Regulatory Compliance,COMPLIANCE,3,3,9,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Industrial Tools,R0805,ESG/Sustainability,COMPLIANCE,1,2,2,LOW,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,R0806,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,R0807,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,R0808,Quality Issues,OPERATIONAL,4,2,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,R0809,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,R0810,Supplier Financial Stability,FINANCIAL,2,3,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,R0811,Regulatory Compliance,COMPLIANCE,2,4,8,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,R0812,ESG/Sustainability,COMPLIANCE,3,2,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Safety Equipment,R0813,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Safety Equipment,R0814,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Safety Equipment,R0815,Quality Issues,OPERATIONAL,1,3,3,LOW,Implement controls for quality issues,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Safety Equipment,R0816,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Safety Equipment,R0817,Supplier Financial Stability,FINANCIAL,1,3,3,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Safety Equipment,R0818,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Safety Equipment,R0819,ESG/Sustainability,COMPLIANCE,4,4,16,CRITICAL,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Spare Parts,R0820,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Spare Parts,R0821,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Manufacturing & Industrial,MRO Supplies,Spare Parts,R0822,Quality Issues,OPERATIONAL,4,3,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
