Sector,Category,SubCategory,Metric,Calculated_Value,Calculation_Method,Data_Sources,Calculation_Date,Confidence_Level
Energy & Utilities,Fuels,Biofuels,Supplier_Risk_Score,32.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Biofuels,Overall_Risk_Score,39.7,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Diesel,Total_Spend_USD,5074900.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Diesel,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Diesel,Number_of_Transactions,10.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Diesel,Top_Region_Concentration_Pct,39.34,MAX(Region_Spend)/Total_Spend*100 [Middle East],spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Diesel,Top_Supplier_Concentration_Pct,39.34,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Diesel,Top3_Supplier_Concentration_Pct,74.52,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Diesel,Avg_Quality_Rating,4.17,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Energy & Utilities,Fuels,Diesel,Avg_Delivery_Rating,4.45,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Energy & Utilities,Fuels,Diesel,Regional_Risk_Score,47.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Diesel,Supplier_Risk_Score,47.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Diesel,Overall_Risk_Score,41.8,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Natural Gas,Total_Spend_USD,9402100.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Natural Gas,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Natural Gas,Number_of_Transactions,18.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Natural Gas,Top_Region_Concentration_Pct,68.78,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Natural Gas,Top_Supplier_Concentration_Pct,32.68,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Natural Gas,Top3_Supplier_Concentration_Pct,66.57,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Natural Gas,Avg_Quality_Rating,4.43,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Energy & Utilities,Fuels,Natural Gas,Avg_Delivery_Rating,4.05,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Energy & Utilities,Fuels,Natural Gas,Regional_Risk_Score,82.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Natural Gas,Supplier_Risk_Score,39.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Fuels,Natural Gas,Overall_Risk_Score,52.7,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Battery Storage,Total_Spend_USD,11434800.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Battery Storage,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Battery Storage,Number_of_Transactions,17.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Battery Storage,Top_Region_Concentration_Pct,65.27,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Battery Storage,Top_Supplier_Concentration_Pct,25.38,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Battery Storage,Top3_Supplier_Concentration_Pct,59.24,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Battery Storage,Avg_Quality_Rating,4.59,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Energy & Utilities,Renewable Equipment,Battery Storage,Avg_Delivery_Rating,4.32,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Energy & Utilities,Renewable Equipment,Battery Storage,Regional_Risk_Score,78.3,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Battery Storage,Supplier_Risk_Score,30.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Battery Storage,Overall_Risk_Score,47.5,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Solar Panels,Total_Spend_USD,9734000.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Solar Panels,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Solar Panels,Number_of_Transactions,17.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Solar Panels,Top_Region_Concentration_Pct,62.07,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Solar Panels,Top_Supplier_Concentration_Pct,23.05,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Solar Panels,Top3_Supplier_Concentration_Pct,62.07,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Solar Panels,Avg_Quality_Rating,4.48,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Energy & Utilities,Renewable Equipment,Solar Panels,Avg_Delivery_Rating,4.17,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Energy & Utilities,Renewable Equipment,Solar Panels,Regional_Risk_Score,74.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Solar Panels,Supplier_Risk_Score,27.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Solar Panels,Overall_Risk_Score,44.9,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Wind Turbines,Total_Spend_USD,10556600.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Wind Turbines,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Wind Turbines,Number_of_Transactions,11.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Wind Turbines,Top_Region_Concentration_Pct,39.69,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Wind Turbines,Top_Supplier_Concentration_Pct,26.27,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Wind Turbines,Top3_Supplier_Concentration_Pct,66.24,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Wind Turbines,Avg_Quality_Rating,4.48,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Energy & Utilities,Renewable Equipment,Wind Turbines,Avg_Delivery_Rating,4.37,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Energy & Utilities,Renewable Equipment,Wind Turbines,Regional_Risk_Score,47.6,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Wind Turbines,Supplier_Risk_Score,31.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Energy & Utilities,Renewable Equipment,Wind Turbines,Overall_Risk_Score,35.7,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Building Maintenance,Total_Spend_USD,7125800.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Building Maintenance,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Building Maintenance,Number_of_Transactions,15.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Building Maintenance,Top_Region_Concentration_Pct,48.09,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Building Maintenance,Top_Supplier_Concentration_Pct,24.47,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Building Maintenance,Top3_Supplier_Concentration_Pct,65.29,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Building Maintenance,Avg_Quality_Rating,4.44,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Facilities Management,Building Maintenance,Avg_Delivery_Rating,4.22,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Facilities Management,Building Maintenance,Regional_Risk_Score,57.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Building Maintenance,Supplier_Risk_Score,29.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Building Maintenance,Overall_Risk_Score,38.8,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Cleaning Services,Total_Spend_USD,7279600.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Cleaning Services,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Cleaning Services,Number_of_Transactions,19.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Cleaning Services,Top_Region_Concentration_Pct,46.39,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Cleaning Services,Top_Supplier_Concentration_Pct,31.37,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Cleaning Services,Top3_Supplier_Concentration_Pct,69.15,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Cleaning Services,Avg_Quality_Rating,4.48,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Facilities Management,Cleaning Services,Avg_Delivery_Rating,4.47,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Facilities Management,Cleaning Services,Regional_Risk_Score,55.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Cleaning Services,Supplier_Risk_Score,37.6,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Cleaning Services,Overall_Risk_Score,41.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Security Services,Total_Spend_USD,5471500.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Security Services,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Security Services,Number_of_Transactions,10.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Security Services,Top_Region_Concentration_Pct,72.41,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Security Services,Top_Supplier_Concentration_Pct,51.8,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Security Services,Top3_Supplier_Concentration_Pct,83.22,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Security Services,Avg_Quality_Rating,4.29,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Facilities Management,Security Services,Avg_Delivery_Rating,4.57,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Facilities Management,Security Services,Regional_Risk_Score,86.9,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Security Services,Supplier_Risk_Score,62.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Facilities Management,Security Services,Overall_Risk_Score,63.6,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Furniture,Total_Spend_USD,4134400.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Furniture,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Furniture,Number_of_Transactions,13.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Furniture,Top_Region_Concentration_Pct,77.15,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Furniture,Top_Supplier_Concentration_Pct,29.98,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Furniture,Top3_Supplier_Concentration_Pct,66.77,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Furniture,Avg_Quality_Rating,4.37,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Office Services,Office Furniture,Avg_Delivery_Rating,4.41,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Office Services,Office Furniture,Regional_Risk_Score,92.6,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Furniture,Supplier_Risk_Score,36.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Furniture,Overall_Risk_Score,55.4,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Supplies,Total_Spend_USD,7616800.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Supplies,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Supplies,Number_of_Transactions,22.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Supplies,Top_Region_Concentration_Pct,42.56,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Supplies,Top_Supplier_Concentration_Pct,22.37,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Supplies,Top3_Supplier_Concentration_Pct,61.85,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Supplies,Avg_Quality_Rating,4.45,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Office Services,Office Supplies,Avg_Delivery_Rating,4.29,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Office Services,Office Supplies,Regional_Risk_Score,51.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Supplies,Supplier_Risk_Score,26.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Office Supplies,Overall_Risk_Score,35.2,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Printing Services,Total_Spend_USD,9984560.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Printing Services,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Printing Services,Number_of_Transactions,23.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Printing Services,Top_Region_Concentration_Pct,38.57,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Printing Services,Top_Supplier_Concentration_Pct,20.87,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Printing Services,Top3_Supplier_Concentration_Pct,57.25,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Printing Services,Avg_Quality_Rating,4.43,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Office Services,Printing Services,Avg_Delivery_Rating,4.2,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Office Services,Printing Services,Regional_Risk_Score,46.3,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Printing Services,Supplier_Risk_Score,25.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Office Services,Printing Services,Overall_Risk_Score,32.5,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Travel & Events,Business Travel,Total_Spend_USD,9396500.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Travel & Events,Business Travel,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Travel & Events,Business Travel,Number_of_Transactions,22.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Travel & Events,Business Travel,Top_Region_Concentration_Pct,47.15,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Travel & Events,Business Travel,Top_Supplier_Concentration_Pct,24.06,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Travel & Events,Business Travel,Top3_Supplier_Concentration_Pct,62.38,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Travel & Events,Business Travel,Avg_Quality_Rating,4.54,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Travel & Events,Business Travel,Avg_Delivery_Rating,4.26,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Facilities & Corporate Services,Travel & Events,Business Travel,Regional_Risk_Score,56.6,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Facilities & Corporate Services,Travel & Events,Business Travel,Supplier_Risk_Score,28.9,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
